subject,Caspase subgraph,Chaperone subgraph,GRB10 subgraph,Interferon signaling subgraph,Insulin signal transduction,Interleukin signaling subgraph,MAPK subgraph,miRNA subgraph,Notch signaling subgraph,RhoA subgraph,Amyloidogenic subgraph,Akt/mTOR subgraph,Apoptosis signaling subgraph,Autophagy signaling subgraph,ATP13A2 subgraph,APOE subgraph,Bcl-2 subgraph,Calcium-dependent signal transduction,Calsyntenin subgraph,Cholesterol metabolism subgraph,Cell cycle subgraph,Cyclic AMP subgraph,Cytokine signaling subgraph,DNA synthesis,Dopaminergic subgraph,Disaccharide metabolism subgraph,Endoplasmic reticulum-Golgi protein export,Energy metabolic subgraph,Estrogen subgraph,FMR1 subgraph,Folate metabolic subgraph,GABA subgraph,GSK3 subgraph,G-protein-mediated signaling,Innate immune system subgraph,Lipid metabolism subgraph,LRRK2 subgraph,Matrix metalloproteinase subgraph,Mitochondria fission subgraph,Mitochondria fusion subgraph,Mitochondrial subgraph,Mitophagy subgraph,Nuclear factor Kappa beta subgraph,Neurotrophic subgraph,Nitric oxide subgraph,PINK1 subgraph,Phosphatidylinositol 3 subgraph,Pre-translational events,Post-translational events,Regulation of cytoskeleton subgraph,Response to oxidative stress,Reactive oxygen species subgraph,Synuclein subgraph,Tau protein subgraph,Transcription subgraph,Transport related subgraph,Toll like receptor subgraph,Tumor necrosis factor subgraph,Ubiquitin subgraph,Unfolded protein response subgraph,Vascular endothelial growth factor subgraph,Vitamin subgraph,Wnt signaling subgraph,CRH subgraph
PPMISI3082,0,0,0,0,0,0.0115473441,nan,0,0.0169491525,nan,nan,0,0.0666666667,nan,nan,0.0588235294,0.0256410256,nan,0,0.036036036,nan,nan,0,0.2,0,0,nan,nan,nan,0.0952380952,nan,nan,0.0169491525,0,0.0952380952,nan,0,0.1111111111,0,0.0373831776,nan,nan,0,nan,nan,0.0681818182,0.0869565217,0,0.1111111111,nan,0.0322580645,0.3,nan,0.125,0.0819672131,nan,0,0.010989011,0,0.0625,0,0,0,
PPMISI3083,0,0.1538461538,0,0.1764705882,nan,0.008912656,0,0,0.2,nan,0,0.0422535211,0.0650406504,nan,nan,0.025,0.0681818182,nan,0,0.0208333333,nan,nan,nan,0,0,0,0.1428571429,nan,nan,0.3333333333,0.032,nan,0.013986014,0.1666666667,0.3333333333,nan,0,nan,nan,0.0344827586,nan,nan,0.0238095238,nan,0,0.0526315789,0.0789473684,0,0.0652173913,nan,0.0327868852,0.2857142857,nan,0.08,0,0,0,0.0456273764,0,nan,0,0,0.125,
PPMISI3085,0.0833333333,0.0588235294,0,0.0333333333,nan,0.0057915058,0,0.1818181818,0.0588235294,nan,nan,0.0574712644,0,nan,nan,0.2,0.0263157895,nan,nan,0.0217391304,nan,nan,nan,0.0909090909,0,0,0.1666666667,nan,nan,0.2,0.1,nan,0.0281690141,0,0.1428571429,nan,0,nan,0,0,nan,0,0.0264900662,nan,0.08,nan,0.1666666667,0,0.049382716,nan,nan,0.2666666667,nan,0.0487804878,0.0833333333,nan,0,0.0519480519,nan,nan,0.25,nan,nan,
PPMISI3086,0,0.064516129,0,0.04,nan,0.0175054705,0,0.1,0,nan,nan,0.0135135135,0.1111111111,nan,nan,0,0.0326086957,nan,0,0.014084507,nan,nan,nan,0.2,0,nan,0.0526315789,nan,nan,0.1111111111,0.011627907,0.0909090909,0.0338983051,0,0.0666666667,nan,0,nan,0.037037037,0.0657894737,nan,0,0.0526315789,nan,0,nan,0.0833333333,0,0.0442477876,nan,0,nan,nan,0.0172413793,0.0357142857,0,0,0.0529100529,nan,0,0,nan,nan,
PPMISI3087,0.0476190476,0,nan,0.0208333333,0,0.0204498978,nan,0.15,0,nan,nan,0,0.0655737705,nan,nan,nan,0.0538461538,nan,nan,0.0253164557,nan,nan,0,0.0227272727,0,0,0.1111111111,nan,nan,nan,0,nan,0.0131578947,0.0348837209,0.1111111111,nan,0,nan,nan,0.0821917808,nan,0,0.0191082803,nan,0,nan,0.0816326531,0,0.0895522388,nan,0,0.1,nan,0.0961538462,0.0625,nan,0,0.0210526316,nan,0,0,nan,nan,
PPMISI3088,0.0625,0,0,0,0,0.0023419204,nan,0,0.0535714286,nan,nan,0.025,0,nan,nan,0.0689655172,0.0526315789,nan,0,0.0375,nan,nan,nan,0,0,nan,0.1111111111,nan,nan,0,0,nan,0.0235294118,0.0240963855,0,nan,0,nan,0,0.0454545455,nan,0,0.0243902439,nan,0,0.1428571429,0.0344827586,0,0.0178571429,nan,0,0.3333333333,nan,0.0612244898,0.0555555556,0,0,0.038961039,0,0,0,nan,0.3333333333,
PPMISI3089,0.0357142857,0.0144927536,nan,0.0235294118,0,0.0066964286,0,0,0,nan,0,0.0263157895,0,nan,nan,0.0714285714,0.0459770115,nan,0,0,nan,nan,nan,0.125,0,nan,0.25,nan,nan,0.2,0.0454545455,0.2307692308,0.0215053763,0,0.05,nan,0,nan,0,0.0454545455,nan,0,0.0167597765,nan,0.0952380952,0.0384615385,0,0,0.0714285714,nan,0,0.2222222222,nan,0.0113636364,0,nan,0,0.0130434783,0,nan,0.0238095238,nan,0.3333333333,
PPMISI3100,0,0.0317460317,0,0.0333333333,0,0,0.5,0,0,nan,0,0.0588235294,0,nan,nan,0.0322580645,0,nan,0,0.0128205128,nan,nan,0,0.0833333333,nan,nan,0.1111111111,nan,nan,0.1428571429,0.1052631579,nan,0.0379746835,0,0.125,nan,0,nan,0,0.0571428571,nan,nan,0.0147058824,nan,0,nan,0.0930232558,0,0.0307692308,nan,0.0612244898,nan,nan,0.1666666667,0.0416666667,nan,nan,0.0476190476,0,0,0,nan,nan,
PPMISI3101,0.0256410256,0.0327868852,nan,0.0454545455,nan,0.004842615,0,0,0.2,nan,0.125,0.017699115,0.0714285714,nan,nan,0.0344827586,0,nan,0,0.0306122449,nan,nan,nan,0,nan,nan,0,nan,nan,0,0.0689655172,nan,0.0173913043,0,0,nan,0,nan,0,0.0357142857,nan,0,0.0222222222,nan,0,0.04,0.2272727273,0,0.0310559006,0.2857142857,0,0.3333333333,nan,0.1538461538,0.0425531915,nan,nan,0.014084507,0,0.0666666667,0,0,nan,
PPMISI3102,0,0.0196078431,0,0.0277777778,nan,0.0023474178,0,0,0.1153846154,nan,nan,0.0769230769,0.0337078652,nan,nan,0,0,nan,0,0.0533333333,nan,nan,0,0,0.0588235294,0,0,nan,nan,0.125,0,nan,0.0238095238,0,0.1111111111,nan,0,0.5,0.0357142857,0,nan,0,0.0588235294,nan,0,nan,0.0625,0,0.0392156863,nan,0.1176470588,0,nan,0.0352112676,0.0465116279,nan,nan,0.0442477876,nan,0,0,0,0.125,
PPMISI3104,0.0476190476,0.0454545455,0,0.0681818182,0,0.0087527352,0,0.1818181818,0.0277777778,nan,0,0.0196078431,0.0588235294,nan,nan,nan,0,nan,0,0,nan,nan,nan,0,0,0,0.1666666667,nan,nan,0.1111111111,nan,nan,0.0133333333,0,0.1111111111,nan,0,nan,0,0.049382716,nan,0,0,nan,0,0.0512820513,0,0,0.014084507,0.2857142857,0.0384615385,nan,nan,0.125,0,nan,nan,0.0119760479,0,nan,0,nan,0,
PPMISI3105,0,0.0068965517,0,0.0131578947,0.1,0.0047505938,nan,0.1111111111,0.1111111111,nan,0.3333333333,0.0833333333,0.0612244898,nan,nan,0,0.0337078652,nan,0,0,nan,nan,0,0,0,0,0.25,nan,nan,0.125,0,nan,0.015625,0.0242424242,0.125,nan,0,nan,0,0.0256410256,nan,0,0,nan,0,0.0540540541,0.125,0,0.0967741935,nan,0,0.1428571429,nan,0.1090909091,0.0909090909,nan,0,0.0486486486,0,nan,0,nan,nan,
PPMISI3106,0.025,0,0,0.0152671756,0,0,0.5,0.0769230769,0,nan,nan,0.0512820513,0.0615384615,nan,nan,0.0952380952,0,nan,0,0.0357142857,nan,nan,nan,0.1,0.0576923077,0,1,nan,nan,0,0,0.0740740741,0,0,0,nan,0,nan,0,0.038961039,nan,0,0,nan,nan,0.0384615385,0.0909090909,0,0.0117647059,nan,0.0380952381,0.1111111111,nan,0.0408163265,0.0434782609,nan,nan,0.0480349345,nan,nan,0,0,0.125,
PPMISI3107,0.0285714286,0.0833333333,0,0.0789473684,0,0.0128676471,0,0.0555555556,0.0681818182,nan,0.1666666667,0.0222222222,0.0714285714,nan,nan,nan,0,nan,0,0.0348837209,nan,nan,0,0.0769230769,0,0,0,nan,nan,0,0,nan,0.0238095238,0,0.0555555556,nan,0,nan,0,0.0363636364,nan,0,0,0,nan,nan,0.0952380952,0,0,0.2857142857,0,0.25,nan,0.1492537313,0.0204081633,nan,0,0.0518134715,0,0,0,0,0,
PPMISI3108,0.0555555556,0.0229885057,0,0.064516129,0,0.0065502183,0,0,0,nan,nan,0.0454545455,0.0647058824,nan,nan,0.1,0.0512820513,nan,0,0,nan,nan,0,0.0294117647,0.0326086957,0,0,nan,nan,nan,0,nan,0.0365853659,0,nan,nan,0,nan,0,0.0675675676,nan,0,0.0227272727,nan,nan,0.0487804878,0.0909090909,0,0.037037037,nan,0.1333333333,nan,nan,0.048951049,0.0425531915,nan,0,0.0102389078,0,0,0,nan,0,
PPMISI3109,0.0476190476,0.1,0,0.1052631579,0,0.0023809524,0,0,0.0701754386,nan,nan,0.1290322581,0.1851851852,nan,nan,0.3333333333,0.0666666667,nan,0,0.03125,nan,nan,nan,0,0,0,1,nan,nan,0.2,0,0.0909090909,0.0173913043,0,0,nan,0,nan,0,0.0833333333,nan,nan,0,nan,nan,0,0,0,0.0833333333,nan,0,0,nan,0.1558441558,0.0204081633,nan,nan,0.0548780488,nan,nan,0.3333333333,0,nan,
PPMISI3110,0.0416666667,0.0067567568,0,0.011627907,0.0666666667,0.0128205128,0,0,0.0625,nan,nan,0,0,nan,nan,0,0.037037037,nan,0,0.0512820513,nan,nan,nan,0.1538461538,0,nan,0,nan,nan,0.25,0.0236686391,nan,0.0348837209,0,0,nan,0,nan,0,0.0394736842,nan,0,0.0222222222,nan,nan,0.0540540541,0.25,0,0.0163934426,nan,0,0,nan,0.0779220779,0.078125,nan,nan,0.0130718954,0,0,0.0238095238,nan,nan,
PPMISI3111,0,0,0,0.0606060606,nan,0.0178571429,0,0,0.046875,nan,0,0.0434782609,0.125,nan,nan,0,0.0333333333,nan,0,0,nan,nan,nan,0.0454545455,0,nan,0,nan,nan,0.1538461538,0.0285714286,0.2307692308,0.0462962963,0.05,0.0909090909,nan,0,nan,0,0,nan,0,0.0224719101,0,0,0.05,0,0,0.04,nan,0,0.064516129,nan,0.0762711864,0.0204081633,nan,nan,0.0569105691,0,0,0.1,0,nan,
PPMISI3112,0.0909090909,0.0208333333,nan,0.0263157895,0,0.016509434,0,0.0526315789,0.0263157895,nan,0.125,0.0416666667,0,nan,nan,0.0434782609,0.0131578947,nan,nan,0.0408163265,nan,nan,0,0,0.0422535211,nan,0.1428571429,nan,nan,0.25,0.0353982301,nan,0.0258064516,0.0714285714,0.25,nan,0,nan,0,0.0425531915,nan,0,0,nan,0,0.0526315789,0.119047619,0,0.1,nan,0.1333333333,0.25,nan,0.0550458716,0.0243902439,nan,nan,0.0106382979,nan,nan,0,0,nan,
PPMISI3113,0,0.1029411765,0,0.0789473684,0,0.0151187905,nan,0.1785714286,0.0833333333,nan,0.2,0.03125,0.0303030303,nan,nan,0,0.0322580645,nan,0,0.0289855072,nan,nan,nan,0,0.0309278351,0,0.0588235294,nan,nan,0.2142857143,0.1,0.2307692308,0,0,0.2142857143,nan,0,nan,0,0.0288461538,nan,nan,0.0135135135,nan,nan,0.0526315789,0.25,0,0.0144927536,nan,0.0317460317,0.125,nan,0.0689655172,0.0434782609,0,0,0.0443786982,0,nan,0,0,0.125,
PPMISI3114,0,0.0384615385,0,0.023255814,nan,0.0065502183,nan,0.2068965517,0,nan,0.25,0.0256410256,0,nan,nan,0,0.0595238095,nan,0,0.0422535211,nan,nan,0,0.0833333333,0.0326086957,nan,0,nan,nan,0.2307692308,nan,nan,0.0652173913,0,0.2,nan,0,0.0909090909,0,0.0192307692,nan,0,0.0294117647,0,0,0.0526315789,0.1111111111,0,0.0245098039,nan,0.1,nan,nan,0.1,0,nan,0,0.0163265306,0,nan,0.0833333333,0,0.1111111111,
PPMISI3115,0,0.027027027,0,0.0365853659,0,0,0,0.1818181818,0.0625,nan,0,0.0909090909,0.125,nan,nan,0.1,0.0256410256,nan,0,0.0425531915,nan,nan,nan,0,0.0588235294,0,nan,nan,nan,0.25,0,nan,0.014084507,0,0.0694444444,nan,0,nan,0,0.0444444444,nan,0,0.0833333333,nan,0.1176470588,0.04,0.0833333333,0,0.0943396226,nan,0,0.2857142857,nan,0.2413793103,0.0294117647,nan,0,0.0534979424,nan,0.1,0.3333333333,nan,0,
PPMISI3116,0,0.0581395349,nan,0.0857142857,0,0.0111358575,nan,0,0.0681818182,nan,nan,0,0.1428571429,nan,nan,0.0714285714,0.0625,nan,0,0.0408163265,nan,nan,nan,0.0243902439,nan,nan,0,nan,nan,0.0769230769,0.0291970803,nan,0.0236966825,0.012345679,0.05,nan,0,nan,0,0,nan,0,0,nan,0,0.04,0.1428571429,0,0.0240963855,nan,0,0.2857142857,nan,0.0727272727,0,nan,nan,0.0414746544,nan,nan,0,0,nan,
PPMISI3118,0,0,0,0.0634920635,nan,0.0044742729,nan,0,0.0769230769,nan,nan,0,0.0833333333,nan,nan,nan,0.0196078431,nan,0,0.04,nan,nan,0,0.023255814,0,0,0.25,nan,nan,nan,0,0.2307692308,0.0142857143,0,nan,nan,0,0.0909090909,0,0.0612244898,nan,0,0,nan,0,0.0487804878,0.125,0,0.0364963504,nan,nan,nan,nan,0.1090909091,0.0714285714,nan,nan,0.0515873016,0,0.125,nan,0,nan,
PPMISI3119,0,0.0408163265,0,0.0283018868,0,0.0128205128,0,0.1304347826,0.1818181818,nan,nan,0,0,nan,nan,nan,0.0119047619,nan,0,0.0363636364,nan,nan,0,0.0222222222,0,nan,0.25,nan,nan,nan,0.0454545455,nan,0.0142857143,0.2,nan,nan,0,nan,0,0.0641025641,nan,0,0.0388349515,0,0,0.0540540541,0,0,0.0296296296,nan,0.1176470588,0.2857142857,nan,0.1282051282,0,nan,nan,0.0459363958,0,nan,nan,nan,0.1111111111,
PPMISI3120,0,0.0638297872,0,0.0408163265,0,0.007518797,0,0.1111111111,0,nan,0,0.0416666667,0.0769230769,nan,nan,0.0363636364,0.0535714286,nan,nan,0,nan,nan,nan,0.0188679245,nan,nan,0,nan,nan,0.3333333333,0.0408163265,nan,0.0297029703,0,0,nan,0,nan,0,0.0289855072,nan,0,0.0294117647,0,nan,nan,0.0909090909,0,0.0666666667,nan,0.0512820513,0.1428571429,nan,0,0.0434782609,0,0,0.0518867925,0,0.1428571429,0.1666666667,0,nan,
PPMISI3122,0.0444444444,0.1272727273,0,0.125,0,0.0108932462,nan,0.1739130435,0,nan,0,0.0434782609,0.0555555556,nan,nan,0.5,0.04,nan,0,0.034965035,nan,nan,nan,0.1333333333,0,nan,0,nan,nan,0.3333333333,0,nan,0.0126582278,0,0.3333333333,nan,0,nan,0.0384615385,0.0333333333,nan,0,0.0381679389,nan,0.1111111111,0,0.1428571429,0,0.0357142857,nan,0.0952380952,0,nan,0.0119047619,0.0240963855,0,0,0.0410958904,0,0,0,0,0,
PPMISI3123,0,0,0,0.0353982301,nan,0.0198019802,nan,0.1,0,nan,nan,0.1666666667,0,nan,nan,nan,0.0454545455,nan,0,0.0384615385,nan,nan,nan,0,0.0535714286,nan,0,nan,nan,0.0666666667,0,nan,0.0344827586,0,0.0666666667,nan,0,nan,0.0322580645,0,nan,0,0.0377358491,nan,0.0833333333,0.04,0.0638297872,0,0.04,0.2857142857,nan,0.1666666667,nan,0.0322580645,0,0,nan,0.0159574468,0,0,0,nan,0,
PPMISI3124,0,0.0085470085,0,0.0103092784,0,0.0046948357,0,0,0.0169491525,nan,nan,0.0158730159,0.0384615385,nan,nan,0.0384615385,0.0555555556,nan,0,0.02,nan,nan,nan,0,0,nan,0.1428571429,nan,nan,0.2,0,nan,0.0333333333,0,0.1111111111,nan,0,0,0.0454545455,0.037037037,nan,0,0.0344827586,nan,0.1111111111,0.0526315789,0.0909090909,0,0.0833333333,nan,0,0,nan,0.0925925926,0.027027027,0,nan,0.0100502513,nan,nan,nan,nan,0,
PPMISI3125,0,0,0,0,0.1111111111,0,nan,0,0,nan,0,0,0.064,nan,nan,nan,0,nan,0,0,nan,nan,nan,0,nan,nan,0,nan,nan,0.2,0.0297029703,nan,0,0,0.2,nan,0,nan,0,0.0294117647,nan,nan,0,nan,0,0.0540540541,0.0705882353,0,0.09375,nan,0.1052631579,0,nan,0.0114942529,0,0,0,0.0222222222,0,nan,0,0,nan,
PPMISI3126,0,0,0,0.0210526316,0,0.0144927536,0,0.1,0,nan,nan,0.0253164557,0.0512820513,nan,nan,0.0357142857,0.0266666667,nan,0,0,nan,nan,nan,0.0243902439,0,nan,0,nan,nan,0.2727272727,0,nan,0.031496063,0,0.2727272727,nan,0,nan,0,0,nan,0,0,nan,0.1333333333,0.1666666667,0.0344827586,0,0.0266666667,nan,0,0,nan,0.0963855422,0.0833333333,nan,0,0.0397727273,0,0,0,nan,0,
PPMISI3127,0,0.0487804878,0,0.023255814,0,0.0060240964,nan,0.1739130435,0.0857142857,nan,0.125,0,0.0555555556,nan,nan,0,0.0470588235,nan,0,0.037037037,nan,nan,nan,0.0909090909,nan,0,0.0476190476,nan,nan,nan,0.0322580645,0.0909090909,0.0161290323,0,nan,nan,0,nan,0,0.0448717949,nan,nan,0,nan,nan,0.05,0.1111111111,0,0.1176470588,0.2857142857,0.0465116279,0.0666666667,nan,0.0714285714,0,nan,nan,0.0551724138,nan,0,0,0,nan,
PPMISI3128,0.0333333333,0.0603448276,0,0.0544217687,0.1333333333,0.0119521912,0.25,0.1621621622,0.0277777778,nan,0,0.0192307692,0.0657894737,nan,nan,0,0.0406504065,nan,0,0.0212765957,nan,nan,nan,0.1111111111,0,0,0.0625,nan,nan,0.25,0,0.0860215054,0.0241545894,0.0103092784,0.0769230769,nan,0,0,0,0.023255814,nan,0,0.0285714286,nan,0.08,nan,0.1935483871,0,0.0322580645,nan,0,0.0833333333,nan,0.041322314,0.012987013,nan,0,0.027100271,0,0,0.0227272727,0,0,
PPMISI3129,0,0.0625,nan,0.0582524272,nan,0,0,0.0833333333,0,nan,nan,0.0714285714,0.1111111111,nan,nan,0,0.0149253731,nan,0,0.0576923077,nan,nan,nan,0.1,0.0326086957,nan,0,nan,nan,nan,0.0353982301,nan,0.0275229358,0,0,nan,0,nan,0.05,0.0344827586,nan,0,0.0238095238,nan,0,nan,0.125,0,0.031496063,nan,nan,nan,nan,0.0869565217,0.0597014925,nan,0,0.0235294118,0,0,0,0,0.1111111111,
PPMISI3130,0,0.0188679245,0,0.03125,0,0.0115740741,0,0,0,nan,0,0.0714285714,0.0869565217,nan,nan,nan,0.0196078431,nan,0,0.0224719101,nan,nan,nan,0.1666666667,nan,nan,1,nan,nan,0.1818181818,0.024691358,nan,0,0,0.1111111111,nan,0,nan,0.0357142857,0.0298507463,nan,0,0,0,0.1111111111,0.0526315789,0.0987654321,0,0.0472972973,0.2857142857,nan,0.3636363636,nan,0.0714285714,0.0535714286,nan,0,0.0088495575,nan,0,0.3333333333,0,0.125,
PPMISI3131,0,0.0086206897,0,0.0330578512,0,0.0091743119,0,0.0277777778,0,nan,nan,0.0555555556,0,nan,nan,0,0,nan,0,0,nan,nan,0,0.0263157895,nan,0,0,nan,nan,0.1428571429,0.0347826087,nan,0.0158730159,0.0084033613,0.1428571429,nan,0,nan,0.0384615385,0.0316455696,nan,0,0,nan,0,nan,0,0,0.0384615385,nan,0.0327868852,0.2,nan,0.012345679,0.0769230769,nan,0,0.008,0,0,0,nan,nan,
PPMISI3132,0,0.0103092784,0,0,nan,0,0,0.0625,0.5,nan,0,0.0588235294,0,nan,nan,0.0833333333,0.0506329114,nan,0,0.0240963855,nan,nan,0,0.1176470588,0,0,0.0714285714,nan,nan,0.2352941176,0.0338983051,nan,0.0560747664,0.0625,0.2,nan,0,0.1111111111,0,0,nan,0,0.0425531915,nan,0,0.0526315789,0.0588235294,0,0.0434782609,nan,0,0.2,nan,0,0.0416666667,nan,0,0.0415430267,0,0,0.2,0,nan,
PPMISI3134,0.0416666667,0.027027027,nan,0.0526315789,0.0909090909,0.0114416476,0,0,0.375,nan,nan,0.0909090909,0.0384615385,nan,nan,0.1,0.1,nan,0,0.02,nan,nan,nan,0.0416666667,0.0315789474,nan,0.5,nan,nan,0.1739130435,0,0.0916666667,0.038961039,0,0.15,nan,0,nan,0,0.0352941176,nan,0,0.0526315789,nan,0.1111111111,0.0666666667,0.3333333333,0,0.0625,0.2857142857,nan,0,nan,0.0785714286,0,nan,0,0.02,nan,nan,0.0833333333,0,0,
PPMISI3151,0.0833333333,0.0227272727,nan,0.0229885057,0.0714285714,0.0088691796,0,0.0526315789,0.0595238095,nan,0,0.0384615385,0.0454545455,nan,nan,0.25,0.05,nan,0,0.0454545455,nan,nan,nan,0,0,0,0.1,nan,nan,0.1739130435,0.0240963855,nan,0.019047619,0,0.0952380952,nan,0,nan,0,0.1025641026,nan,0,0.0476190476,nan,nan,nan,0.0540540541,0,0,nan,0.125,0.3636363636,nan,0.1136363636,0.0447761194,nan,0,0.0207253886,nan,nan,0.25,nan,nan,
PPMISI3154,0,0.05,0,0,0,0,0,0.1,0.0869565217,nan,0,0.0196078431,0.0714285714,nan,nan,nan,0.0571428571,nan,0,0.0111111111,nan,nan,nan,0.0454545455,0,0,0,nan,nan,0.2222222222,0,nan,0.0131578947,0,0.2222222222,nan,0,nan,0,0.0427350427,nan,0,0.0178571429,nan,0,0.0303030303,0,0,0.0298507463,nan,0.0357142857,0.1666666667,nan,0.0689655172,0.0434782609,0,0,0.064516129,nan,nan,0,nan,nan,
PPMISI3156,0.0384615385,0.05,0,0.0431034483,0.1111111111,0.0111607143,0,0.0909090909,0.1111111111,nan,nan,0,0.0434782609,nan,nan,nan,0.025,nan,0,0.0545454545,nan,nan,nan,0,0,nan,0,nan,nan,0.0454545455,0,nan,0.0126582278,0,0.064516129,nan,0,nan,0,0.0235294118,nan,nan,0.0172413793,nan,0,0.04,0.0512820513,0,0.0476190476,nan,0,0.1666666667,nan,0.0638297872,0.0281690141,0,nan,0.0137614679,0,0,0,nan,nan,
PPMISI3157,0.0740740741,0,nan,0,nan,0.0065502183,0,0,0.0784313725,nan,0,0.15,0,nan,nan,0,0,nan,0,0.0204081633,nan,nan,nan,0.1,0,0,1,nan,nan,0.1153846154,0.0283687943,nan,0.0208333333,0.024691358,0.0833333333,nan,0,nan,0,0.0483870968,nan,0,0.0446428571,0,0,nan,0.0747663551,0,0.027027027,nan,0.1081081081,0.3333333333,nan,0.1590909091,0.1538461538,nan,0,0.0490196078,0,0,0.0227272727,nan,0.1428571429,
PPMISI3160,0.0333333333,0.0344827586,nan,0,0,0.006,0,0.1333333333,0.5714285714,nan,0,0.0161290323,0.0333333333,nan,nan,0,0,nan,0,0.0357142857,nan,nan,nan,0,0,0,0,nan,nan,0,0,nan,0.0657894737,0.0272108844,0,nan,0,nan,0,0.032967033,nan,0,0,nan,nan,nan,0.1428571429,0,0.0158730159,nan,0.0327868852,0,nan,0.2272727273,0.0689655172,nan,nan,0.0930232558,0,0.125,0,nan,0,
PPMISI3161,0.0588235294,0.0147058824,nan,0.0394736842,nan,0.0066371681,0,0,0.1458333333,nan,0.125,0.1875,0.0588235294,nan,nan,0.0454545455,0.0354609929,nan,0,0,nan,nan,0,0,0,0,0,nan,nan,0.1111111111,0,nan,0.0227272727,0,0.0714285714,nan,0,0.0909090909,0,0.0523255814,nan,0,0.0165745856,nan,0,0,0.0579710145,0,0.0869565217,nan,0.0563380282,0,nan,0.0754716981,0.0701754386,nan,nan,0.019138756,nan,0,nan,0,0,
PPMISI3165,0.0384615385,0.0505050505,0,0.0495049505,0,0.0066964286,nan,0.04,0.0454545455,nan,0,0.0612244898,0,nan,nan,0.1052631579,0.0810810811,nan,0,0.064516129,nan,nan,nan,0.0377358491,0,0,0,nan,nan,0.2,0,0.2307692308,0.05,0,0,nan,0,nan,0,0.0481927711,nan,nan,0.037593985,0,0.1111111111,nan,0,0,0.0909090909,0.2857142857,0.125,nan,nan,0,0.05,nan,nan,0.0061349693,0,nan,0.0227272727,nan,0.125,
PPMISI3166,0,0,0,0.0227272727,0,0.0074487896,0,0,0.027027027,nan,0,0,0.2,nan,nan,0,0.3333333333,nan,0,0,nan,nan,0,0,0,nan,0.6666666667,nan,nan,0.1818181818,0.0353982301,nan,0.0138888889,0,0.125,nan,0,nan,0,0.1052631579,nan,0,0.0384615385,nan,0,0.0512820513,0.027027027,0,0.0923076923,nan,0,0.2857142857,nan,0.0740740741,0.0352941176,nan,nan,0.029972752,0,nan,0.0238095238,0,nan,
PPMISI3168,0.03125,0.037037037,0,0.04,0,0.0061728395,0,0,0.0666666667,nan,nan,0.1,0.0731707317,nan,nan,0.0769230769,0.0731707317,nan,0,0.0576923077,nan,nan,nan,0,0.0303030303,0,0,nan,nan,0.16,0.0347826087,nan,0.0151515152,0,0.1290322581,nan,0,nan,0,0.0533333333,nan,0,0,nan,0,0,0.0540540541,0,0.1296296296,nan,0.125,nan,nan,0.0306122449,0.0303030303,nan,0,0.0301003344,nan,nan,0.25,0,0,
PPMISI3169,0,0.0606060606,0,0.0416666667,0,0.0081632653,0,0,0,nan,nan,0.0172413793,0.1111111111,nan,nan,0.1,0,nan,nan,0,nan,nan,0,0.02,0,0,0.0555555556,nan,nan,0,0.0606060606,nan,0.0338983051,0,0,nan,0,0.1111111111,0,0.0666666667,nan,nan,0.0588235294,nan,nan,nan,0.3333333333,0,0.011627907,nan,0,0.1315789474,nan,0.0740740741,0,nan,nan,0.0346320346,0,0,0,nan,0,
PPMISI3170,0.0333333333,0.024691358,0,0.0185185185,nan,0.0194003527,0,0.25,0,nan,nan,0.0222222222,0.062992126,nan,nan,0.0434782609,0,nan,0,0,nan,nan,nan,0,0,nan,nan,nan,nan,0.4,0.0166666667,nan,0.0298507463,0,0.5,nan,0,nan,0.0357142857,0.0151515152,nan,0,0.0175438596,nan,0.1052631579,0.03125,0.075,0,0.0357142857,nan,0,0.2222222222,nan,0.0107526882,0.04,nan,nan,0.0212765957,0,0,0.0217391304,0,0,
PPMISI3171,0,0.0238095238,0,0.0425531915,0,0.0023094688,0,0.0833333333,0.3333333333,nan,nan,0.0126582278,0.1428571429,nan,nan,0.0588235294,0,nan,0,0,nan,nan,nan,0,0,nan,0,nan,nan,0.2352941176,0.064516129,nan,0,0,0.2,nan,0,0,0,0.0357142857,nan,nan,0.0263157895,nan,0,0.046875,0.0263157895,0,0.12,nan,nan,0.5,nan,0,0.0877192982,nan,nan,0.0526315789,0,0,0.5,nan,0,
PPMISI3172,0,0.0384615385,nan,0,0.0606060606,0.00456621,0,0.2068965517,0,nan,nan,0.064516129,0.125,nan,nan,0.0833333333,0.0421052632,nan,0,0.038961039,nan,nan,0,0.0769230769,0.0588235294,nan,0,nan,nan,0.3333333333,0.0291970803,nan,0.0242424242,0,0.3333333333,nan,0,nan,0,0.023255814,nan,0,0.0217391304,nan,0,0.0384615385,0.0784313725,0,0.0588235294,nan,0.0882352941,0.2857142857,nan,0.0166666667,0.0740740741,nan,nan,0.0487804878,0,nan,0.0196078431,0,nan,
